CodProvincia,Provincia,CodMunicipio,Municipio,Poblacion
24,León,098,Matallana de Torío,1403
24,León,099,Matanza,232
24,León,100,Molinaseca,886
24,León,101,Murias de Paredes,483
24,León,102,Noceda del Bierzo,760
24,León,103,Oencia,349
24,León,104,"Omañas, Las",315
24,León,105,Onzonilla,1764
24,León,106,Oseja de Sajambre,312
24,León,107,Pajares de los Oteros,362
24,León,108,Palacios de la Valduerna,448
24,León,109,Palacios del Sil,1159
24,León,110,Páramo del Sil,1421
24,León,112,Peranzanes,332
24,León,113,Pobladura de Pelayo García,426
24,León,114,"Pola de Gordón, La",3905
24,León,115,Ponferrada,68549
24,León,116,Posada de Valdeón,485
24,León,117,Pozuelo del Páramo,519
24,León,118,Prado de la Guzpeña,138
24,León,119,Priaranza del Bierzo,828
24,León,120,Prioro,404
24,León,121,Puebla de Lillo,704
24,León,122,Puente de Domingo Flórez,1633
24,León,123,Quintana del Castillo,869
24,León,124,Quintana del Marco,450
24,León,125,Quintana y Congosto,484
24,León,127,Regueras de Arriba,332
24,León,129,Reyero,129
24,León,130,Riaño,512
24,León,131,Riego de la Vega,892
24,León,132,Riello,700
24,León,133,Rioseco de Tapia,400
24,León,134,"Robla, La",4610
24,León,136,Roperuelos del Páramo,624
24,León,137,Sabero,1353
24,León,139,Sahagún,2811
24,León,141,San Adrián del Valle,123
24,León,142,San Andrés del Rabanedo,31742
24,León,143,Sancedo,574
24,León,144,San Cristóbal de la Polantera,825
24,León,145,San Emiliano,699
24,León,146,San Esteban de Nogales,289
24,León,148,San Justo de la Vega,1997
24,León,149,San Millán de los Caballeros,188
24,León,150,San Pedro Bercianos,271
24,León,151,Santa Colomba de Curueño,555
24,León,152,Santa Colomba de Somoza,505
24,León,153,Santa Cristina de Valmadrigal,308
24,León,154,Santa Elena de Jamuz,1217
24,León,155,Santa María de la Isla,569
24,León,156,Santa María del Monte de Cea,269
24,León,157,Santa María del Páramo,3183
24,León,158,Santa María de Ordás,347
24,León,159,Santa Marina del Rey,2103
24,León,160,Santas Martas,857
24,León,161,Santiago Millas,339
24,León,162,Santovenia de la Valdoncina,1987
24,León,163,Sariegos,4671
24,León,164,Sena de Luna,412
24,León,165,Sobrado,363
24,León,166,Soto de la Vega,1724
24,León,167,Soto y Amío,905
24,León,168,Toral de los Guzmanes,580
24,León,169,Toreno,3595
24,León,170,Torre del Bierzo,2460
24,León,171,Trabadelo,430
24,León,172,Truchas,508
24,León,173,Turcia,1112
24,León,174,Urdiales del Páramo,549
24,León,175,Valdefresno,2046
24,León,176,Valdefuentes del Páramo,354
24,León,177,Valdelugueros,526
24,León,178,Valdemora,85
24,León,179,Valdepiélago,361
24,León,180,Valdepolo,1328
24,León,181,Valderas,1943
24,León,182,Valderrey,487
24,León,183,Valderrueda,979
24,León,184,Valdesamario,222
24,León,185,Val de San Lorenzo,578
24,León,187,Valdevimbre,1038
24,León,188,Valencia de Don Juan,5184
24,León,189,Valverde de la Virgen,7118
24,León,190,Valverde-Enrique,189
24,León,191,Vallecillo,133
24,León,193,"Vecilla, La",428
24,León,194,Vegacervera,351
24,León,196,Vega de Espinareda,2419
24,León,197,Vega de Infanzones,925
24,León,198,Vega de Valcarce,706
24,León,199,Vegaquemada,467
24,León,201,Vegas del Condado,1195
24,León,202,Villablino,10220
24,León,203,Villabraz,110
24,León,205,Villadangos del Páramo,1111
24,León,206,Toral de los Vados,2130
24,León,207,Villademor de la Vega,395
24,León,209,Villafranca del Bierzo,3463
24,León,210,Villagatón,638
24,León,211,Villamandos,326
24,León,212,Villamañán,1282
24,León,213,Villamartín de Don Sancho,157
24,León,214,Villamejil,773
24,León,215,Villamol,182
24,León,216,Villamontán de la Valduerna,858
24,León,217,Villamoratiel de las Matas,156
24,León,218,Villanueva de las Manzanas,522
24,León,219,Villaobispo de Otero,653
24,León,221,Villaquejida,979
24,León,222,Villaquilambre,18124
24,León,223,Villarejo de Órbigo,3244
24,León,224,Villares de Órbigo,708
24,León,225,Villasabariego,1248
24,León,226,Villaselán,225
24,León,227,Villaturiel,1941
24,León,228,Villazala,779
24,León,229,Villazanzo de Valderaduey,520
24,León,230,Zotes del Páramo,485
24,León,901,Villamanín,1109
24,León,902,Villaornate y Castro,401
25,Lleida,001,Abella de la Conca,174
25,Lleida,002,Àger,593
25,Lleida,003,Agramunt,5633
25,Lleida,004,"Alamús, Els",751
25,Lleida,005,Alàs i Cerc,376
25,Lleida,006,"Albagés, L'",425
25,Lleida,007,Albatàrrec,2113
25,Lleida,008,Albesa,1652
25,Lleida,009,"Albi, L'",860
25,Lleida,010,Alcanó,237
25,Lleida,011,Alcarràs,8755
25,Lleida,012,Alcoletge,3191
25,Lleida,013,Alfarràs,3077
25,Lleida,014,Alfés,342
25,Lleida,015,Algerri,438
25,Lleida,016,Alguaire,3105
25,Lleida,017,Alins,306
25,Lleida,019,Almacelles,6728
25,Lleida,020,Almatret,354
25,Lleida,021,Almenar,3653
25,Lleida,022,Alòs de Balaguer,134
25,Lleida,023,Alpicat,6203
25,Lleida,024,Alt Àneu,439
25,Lleida,025,Naut Aran,1758
25,Lleida,027,Anglesola,1385
25,Lleida,029,Arbeca,2493
25,Lleida,030,"Pont de Bar, El",184
25,Lleida,031,Arres,65
25,Lleida,032,Arsèguel,91
25,Lleida,033,Artesa de Lleida,1507
25,Lleida,034,Artesa de Segre,3759
25,Lleida,035,"Sentiu de Sió, La",471
25,Lleida,036,Aspa,216
25,Lleida,037,"Avellanes i Santa Linya, Les",458
25,Lleida,038,Aitona,2419
25,Lleida,039,Baix Pallars,362
25,Lleida,040,Balaguer,16952
25,Lleida,041,Barbens,928
25,Lleida,042,"Baronia de Rialb, La",255
25,Lleida,043,"Vall de Boí, La",1052
25,Lleida,044,Bassella,246
25,Lleida,045,Bausen,61
25,Lleida,046,Belianes,564
25,Lleida,047,Bellcaire d'Urgell,1350
25,Lleida,048,Bell-lloc d'Urgell,2420
25,Lleida,049,Bellmunt d'Urgell,196
25,Lleida,050,Bellpuig,4975
25,Lleida,051,Bellver de Cerdanya,2300
25,Lleida,052,Bellvís,2391
25,Lleida,053,Benavent de Segrià,1540
25,Lleida,055,Biosca,213
25,Lleida,056,Bovera,315
25,Lleida,057,"Bòrdes, Es",238
25,Lleida,058,"Borges Blanques, Les",6060
25,Lleida,059,Bossòst,1179
25,Lleida,060,Cabanabona,100
25,Lleida,061,Cabó,94
25,Lleida,062,Camarasa,945
25,Lleida,063,Canejan,109
25,Lleida,064,Castellar de la Ribera,159
25,Lleida,067,Castelldans,1028
25,Lleida,068,Castellnou de Seana,766
25,Lleida,069,Castelló de Farfanya,549
25,Lleida,070,Castellserà,1089
25,Lleida,071,Cava,60
25,Lleida,072,Cervera,9440
25,Lleida,073,Cervià de les Garrigues,746
25,Lleida,074,Ciutadilla,207
25,Lleida,075,Clariana de Cardener,142
25,Lleida,076,"Cogul, El",197
25,Lleida,077,Coll de Nargó,595
25,Lleida,078,Corbins,1403
25,Lleida,079,Cubells,409
25,Lleida,081,"Espluga Calba, L'",399
25,Lleida,082,Espot,355
25,Lleida,085,Estaràs,168
25,Lleida,086,Esterri d'Àneu,900
25,Lleida,087,Esterri de Cardós,75
25,Lleida,088,Estamariu,122
25,Lleida,089,Farrera,140
25,Lleida,092,"Floresta, La",164
25,Lleida,093,Fondarella,825
25,Lleida,094,Foradada,184
25,Lleida,096,"Fuliola, La",1320
25,Lleida,097,Fulleda,103
25,Lleida,098,Gavet de la Conca,306
25,Lleida,099,Golmés,1741
25,Lleida,100,Gósol,221
25,Lleida,101,"Granadella, La",750
25,Lleida,102,"Granja d'Escarp, La",986
25,Lleida,103,Granyanella,143
25,Lleida,104,Granyena de Segarra,136
25,Lleida,105,Granyena de les Garrigues,175
25,Lleida,109,Guimerà,305
25,Lleida,110,Guissona,6763
25,Lleida,111,Guixers,132
25,Lleida,112,Ivars de Noguera,361
25,Lleida,113,Ivars d'Urgell,1647
25,Lleida,114,Ivorra,118
25,Lleida,115,Isona i Conca Dellà,1083
25,Lleida,118,Juncosa,458
25,Lleida,119,Juneda,3490
25,Lleida,120,Lleida,139834
25,Lleida,121,Les,1012
25,Lleida,122,Linyola,2661
25,Lleida,123,Lladorre,239
25,Lleida,124,Lladurs,180
25,Lleida,125,Llardecans,505
25,Lleida,126,Llavorsí,366
25,Lleida,127,Lles de Cerdanya,269
25,Lleida,128,Llimiana,183
25,Lleida,129,Llobera,206
25,Lleida,130,Maldà,239
25,Lleida,131,Massalcoreig,575
25,Lleida,132,Massoteres,207
25,Lleida,133,Maials,980
25,Lleida,134,Menàrguens,882
25,Lleida,135,Miralcamp,1432
25,Lleida,136,"Molsosa, La",115
25,Lleida,137,Mollerussa,14729
25,Lleida,138,Montgai,701
25,Lleida,139,Montellà i Martinet,683
25,Lleida,140,Montferrer i Castellbò,1036
25,Lleida,141,Montoliu de Segarra,197
25,Lleida,142,Montoliu de Lleida,511
25,Lleida,143,Montornès de Segarra,92
25,Lleida,145,Nalec,97
25,Lleida,146,Navès,274
25,Lleida,148,Odèn,268
25,Lleida,149,Oliana,1920
25,Lleida,150,Oliola,219
25,Lleida,151,Olius,881
25,Lleida,152,"Oluges, Les",167
25,Lleida,153,"Omellons, Els",243
25,Lleida,154,"Omells de na Gaia, Els",151
25,Lleida,155,Organyà,895
25,Lleida,156,Os de Balaguer,991
25,Lleida,157,Ossó de Sió,218
25,Lleida,158,"Palau d'Anglesola, El",2185
25,Lleida,161,Conca de Dalt,433
25,Lleida,163,"Coma i la Pedra, La",274
25,Lleida,164,Penelles,524
25,Lleida,165,Peramola,369
25,Lleida,166,Pinell de Solsonès,210
25,Lleida,167,Pinós,302
25,Lleida,168,"Poal, El",649
25,Lleida,169,"Pobla de Cérvoles, La",245
25,Lleida,170,Bellaguarda,335
25,Lleida,171,"Pobla de Segur, La",3156
25,Lleida,172,Ponts,2698
25,Lleida,173,"Pont de Suert, El",2516
25,Lleida,174,"Portella, La",772
25,Lleida,175,Prats i Sansor,296
25,Lleida,176,Preixana,410
25,Lleida,177,Preixens,471
25,Lleida,179,Prullans,240
25,Lleida,180,Puiggròs,313
25,Lleida,181,Puigverd d'Agramunt,273
25,Lleida,182,Puigverd de Lleida,1442
25,Lleida,183,Rialp,680
25,Lleida,185,Ribera d'Urgellet,997
25,Lleida,186,Riner,294
25,Lleida,189,Rosselló,3103
25,Lleida,190,Salàs de Pallars,368
25,Lleida,191,Sanaüja,458
25,Lleida,192,Sant Guim de Freixenet,1104
25,Lleida,193,Sant Llorenç de Morunys,1038
25,Lleida,194,Sant Ramon,541
25,Lleida,196,Sant Esteve de la Sarga,141
25,Lleida,197,Sant Guim de la Plana,191
25,Lleida,200,Sarroca de Lleida,408
25,Lleida,201,Sarroca de Bellera,129
25,Lleida,202,Senterada,133
25,Lleida,203,"Seu d'Urgell, La",12529
25,Lleida,204,Seròs,1907
25,Lleida,205,Sidamon,736
25,Lleida,206,"Soleràs, El",368
25,Lleida,207,Solsona,9201
25,Lleida,208,Soriguera,370
25,Lleida,209,Sort,2322
25,Lleida,210,Soses,1774
25,Lleida,211,Sudanell,887
25,Lleida,212,Sunyer,297
25,Lleida,215,Talarn,564
25,Lleida,216,Talavera,288
25,Lleida,217,Tàrrega,16731
25,Lleida,218,Tarrés,107
25,Lleida,219,Tarroja de Segarra,173
25,Lleida,220,Térmens,1587
25,Lleida,221,Tírvia,156
25,Lleida,222,Tiurana,80
25,Lleida,223,Torà,1333
25,Lleida,224,"Torms, Els",169
25,Lleida,225,Tornabous,925
25,Lleida,226,Torrebesses,302
25,Lleida,227,"Torre de Cabdella, La",755
25,Lleida,228,Torrefarrera,4341
25,Lleida,230,Torregrossa,2234
25,Lleida,231,Torrelameu,723
25,Lleida,232,Torres de Segre,2165
25,Lleida,233,Torre-serona,356
25,Lleida,234,Tremp,6515
25,Lleida,238,Vallbona de les Monges,253
25,Lleida,239,"Valls de Valira, Les",948
25,Lleida,240,Vallfogona de Balaguer,1853
25,Lleida,242,Verdú,1008
25,Lleida,243,Vielha e Mijaran,5454
25,Lleida,244,Vilagrassa,497
25,Lleida,245,Vilaller,667
25,Lleida,247,Vilamòs,180
25,Lleida,248,Vilanova de Bellpuig,1213
25,Lleida,249,Vilanova de l'Aguda,242
25,Lleida,250,Vilanova de Meià,423
25,Lleida,251,Vilanova de Segrià,896
25,Lleida,252,Vila-sana,710
25,Lleida,253,"Vilosell, El",197
25,Lleida,254,Vilanova de la Barca,1160
25,Lleida,255,Vinaixa,572
25,Lleida,901,Vall de Cardós,406
25,Lleida,902,Sant Martí de Riucorb,695
25,Lleida,903,"Guingueta d'Àneu, La",341
25,Lleida,904,Castell de Mur,173
25,Lleida,905,Ribera d'Ondara,447
25,Lleida,906,"Valls d'Aguilar, Les",300
25,Lleida,907,Torrefeta i Florejacs,617
25,Lleida,908,Fígols i Alinyà,278
25,Lleida,909,"Vansa i Fórnols, La",206
25,Lleida,910,Josa i Tuixén,140
25,Lleida,911,"Plans de Sió, Els",569
25,Lleida,912,Gimenells i el Pla de la Font,1170
25,Lleida,913,Riu de Cerdanya,116
26,"Rioja, La",001,Ábalos,357
26,"Rioja, La",002,Agoncillo,1164
26,"Rioja, La",003,Aguilar del Río Alhama,546
26,"Rioja, La",004,Ajamil de Cameros,79
26,"Rioja, La",005,Albelda de Iregua,3394
26,"Rioja, La",006,Alberite,2690
26,"Rioja, La",007,Alcanadre,748
26,"Rioja, La",008,Aldeanueva de Ebro,2815
26,"Rioja, La",009,Alesanco,541
26,"Rioja, La",010,Alesón,109
26,"Rioja, La",011,Alfaro,9851
26,"Rioja, La",012,Almarza de Cameros,17
26,"Rioja, La",013,Anguciana,471
26,"Rioja, La",014,Anguiano,546
26,"Rioja, La",015,Arenzana de Abajo,264
26,"Rioja, La",016,Arenzana de Arriba,34
26,"Rioja, La",017,Arnedillo,484
26,"Rioja, La",018,Arnedo,14548
26,"Rioja, La",019,Arrúbal,498
26,"Rioja, La",020,Ausejo,1106
26,"Rioja, La",021,Autol,4442
26,"Rioja, La",022,Azofra,248
26,"Rioja, La",023,Badarán,583
26,"Rioja, La",024,Bañares,303
26,"Rioja, La",025,Baños de Rioja,96
26,"Rioja, La",026,Baños de Río Tobía,1662
26,"Rioja, La",027,Berceo,174
26,"Rioja, La",028,Bergasa,150
26,"Rioja, La",029,Bergasillas Bajera,35
26,"Rioja, La",030,Bezares,20
26,"Rioja, La",031,Bobadilla,140
26,"Rioja, La",032,Brieva de Cameros,58
26,"Rioja, La",033,Briñas,242
26,"Rioja, La",034,Briones,856
26,"Rioja, La",035,Cabezón de Cameros,20
26,"Rioja, La",036,Calahorra,24897
26,"Rioja, La",037,Camprovín,179
26,"Rioja, La",038,Canales de la Sierra,88
26,"Rioja, La",039,Canillas de Río Tuerto,42
26,"Rioja, La",040,Cañas,93
26,"Rioja, La",041,Cárdenas,178
26,"Rioja, La",042,Casalarreina,1355
26,"Rioja, La",043,Castañares de Rioja,474
26,"Rioja, La",044,Castroviejo,60
26,"Rioja, La",045,Cellorigo,13
26,"Rioja, La",046,Cenicero,2092
26,"Rioja, La",047,Cervera del Río Alhama,2636
26,"Rioja, La",048,Cidamón,32
26,"Rioja, La",049,Cihuri,229
26,"Rioja, La",050,Cirueña,128
26,"Rioja, La",051,Clavijo,298
26,"Rioja, La",052,Cordovín,182
26,"Rioja, La",053,Corera,279
26,"Rioja, La",054,Cornago,405
26,"Rioja, La",055,Corporales,41
26,"Rioja, La",056,Cuzcurrita de Río Tirón,510
26,"Rioja, La",057,Daroca de Rioja,59
26,"Rioja, La",058,Enciso,167
26,"Rioja, La",059,Entrena,1523
26,"Rioja, La",060,Estollo,98
26,"Rioja, La",061,Ezcaray,2054
26,"Rioja, La",062,Foncea,98
26,"Rioja, La",063,Fonzaleche,159
26,"Rioja, La",064,Fuenmayor,3195
26,"Rioja, La",065,Galbárruli,62
26,"Rioja, La",066,Galilea,381
26,"Rioja, La",067,Gallinero de Cameros,25
26,"Rioja, La",068,Gimileo,163
26,"Rioja, La",069,Grañón,293
26,"Rioja, La",070,Grávalos,229
26,"Rioja, La",071,Haro,11806
26,"Rioja, La",072,Herce,362
26,"Rioja, La",073,Herramélluri,117
26,"Rioja, La",074,Hervías,142
26,"Rioja, La",075,Hormilla,445
26,"Rioja, La",076,Hormilleja,162
26,"Rioja, La",077,Hornillos de Cameros,14
26,"Rioja, La",078,Hornos de Moncalvillo,94
26,"Rioja, La",079,Huércanos,902
26,"Rioja, La",080,Igea,698
26,"Rioja, La",081,Jalón de Cameros,23
26,"Rioja, La",082,Laguna de Cameros,135
26,"Rioja, La",083,Lagunilla del Jubera,327
26,"Rioja, La",084,Lardero,8750
26,"Rioja, La",086,Ledesma de la Cogolla,19
26,"Rioja, La",087,Leiva,290
26,"Rioja, La",088,Leza de Río Leza,50
26,"Rioja, La",089,Logroño,153402
26,"Rioja, La",091,Lumbreras,164
26,"Rioja, La",092,Manjarrés,141
26,"Rioja, La",093,Mansilla de la Sierra,63
26,"Rioja, La",094,Manzanares de Rioja,98
26,"Rioja, La",095,Matute,131
26,"Rioja, La",096,Medrano,299
26,"Rioja, La",098,Munilla,123
26,"Rioja, La",099,Murillo de Río Leza,1787
26,"Rioja, La",100,Muro de Aguas,65
26,"Rioja, La",101,Muro en Cameros,48
26,"Rioja, La",102,Nájera,8427
26,"Rioja, La",103,Nalda,1028
26,"Rioja, La",104,Navajún,20
26,"Rioja, La",105,Navarrete,2881
26,"Rioja, La",106,Nestares,79
26,"Rioja, La",107,Nieva de Cameros,99
26,"Rioja, La",108,Ocón,330
26,"Rioja, La",109,Ochánduri,109
26,"Rioja, La",110,Ojacastro,186
26,"Rioja, La",111,Ollauri,314
26,"Rioja, La",112,Ortigosa de Cameros,280
26,"Rioja, La",113,Pazuengos,35
26,"Rioja, La",114,Pedroso,82
26,"Rioja, La",115,Pinillos,16
26,"Rioja, La",117,Pradejón,4184
26,"Rioja, La",118,Pradillo,67
26,"Rioja, La",119,Préjano,263
26,"Rioja, La",120,Quel,2060
26,"Rioja, La",121,Rabanera,45
26,"Rioja, La",122,"Rasillo de Cameros, El",145
26,"Rioja, La",123,"Redal, El",163
26,"Rioja, La",124,Ribafrecha,1010
26,"Rioja, La",125,Rincón de Soto,3799
26,"Rioja, La",126,Robres del Castillo,27
26,"Rioja, La",127,Rodezno,307
26,"Rioja, La",128,Sajazarra,133
26,"Rioja, La",129,San Asensio,1220
26,"Rioja, La",130,San Millán de la Cogolla,260
26,"Rioja, La",131,San Millán de Yécora,44
26,"Rioja, La",132,San Román de Cameros,164
26,"Rioja, La",134,Santa Coloma,123
26,"Rioja, La",135,Santa Engracia del Jubera,184
26,"Rioja, La",136,Santa Eulalia Bajera,121
26,"Rioja, La",138,Santo Domingo de la Calzada,6671
26,"Rioja, La",139,San Torcuato,81
26,"Rioja, La",140,Santurde de Rioja,329
26,"Rioja, La",141,Santurdejo,140
26,"Rioja, La",142,San Vicente de la Sonsierra,1127
26,"Rioja, La",143,Sojuela,263
26,"Rioja, La",144,Sorzano,254
26,"Rioja, La",145,Sotés,290
26,"Rioja, La",146,Soto en Cameros,141
26,"Rioja, La",147,Terroba,37
26,"Rioja, La",148,Tirgo,229
26,"Rioja, La",149,Tobía,63
26,"Rioja, La",150,Tormantos,151
26,"Rioja, La",151,Torrecilla en Cameros,529
26,"Rioja, La",152,Torrecilla sobre Alesanco,37
26,"Rioja, La",153,Torre en Cameros,12
26,"Rioja, La",154,Torremontalbo,14
26,"Rioja, La",155,Treviana,186
26,"Rioja, La",157,Tricio,388
26,"Rioja, La",158,Tudelilla,371
26,"Rioja, La",160,Uruñuela,967
26,"Rioja, La",161,Valdemadera,9
26,"Rioja, La",162,Valgañón,125
26,"Rioja, La",163,Ventosa,164
26,"Rioja, La",164,Ventrosa,70
26,"Rioja, La",165,Viguera,435
26,"Rioja, La",166,Villalba de Rioja,148
26,"Rioja, La",167,Villalobar de Rioja,68
26,"Rioja, La",168,Villamediana de Iregua,7212
26,"Rioja, La",169,Villanueva de Cameros,92
26,"Rioja, La",170,"Villar de Arnedo, El",652
26,"Rioja, La",171,Villar de Torre,244
26,"Rioja, La",172,Villarejo,34
26,"Rioja, La",173,Villarroya,9
26,"Rioja, La",174,Villarta-Quintana,161
26,"Rioja, La",175,Villavelayo,51
26,"Rioja, La",176,Villaverde de Rioja,70
26,"Rioja, La",177,Villoslada de Cameros,360
26,"Rioja, La",178,Viniegra de Abajo,97
26,"Rioja, La",179,Viniegra de Arriba,54
26,"Rioja, La",180,Zarratón,299
26,"Rioja, La",181,Zarzosa,16
26,"Rioja, La",183,Zorraquín,89
27,Lugo,001,Abadín,2760
27,Lugo,002,Alfoz,2009
27,Lugo,003,Antas de Ulla,2219
27,Lugo,004,Baleira,1448
27,Lugo,005,Barreiros,3124
27,Lugo,006,Becerreá,3072
27,Lugo,007,Begonte,3322
27,Lugo,008,Bóveda,1589
27,Lugo,009,Carballedo,2532
27,Lugo,010,Castro de Rei,5422
27,Lugo,011,Castroverde,2887
27,Lugo,012,Cervantes,1593
27,Lugo,013,Cervo,4483
27,Lugo,014,"Corgo, O",3828
27,Lugo,015,Cospeito,5047
27,Lugo,016,Chantada,8783
27,Lugo,017,Folgoso do Courel,1160
27,Lugo,018,"Fonsagrada, A",4198
27,Lugo,019,Foz,9978
27,Lugo,020,Friol,4137
27,Lugo,021,Xermade,2101
27,Lugo,022,Guitiriz,5658
27,Lugo,023,Guntín,3018
27,Lugo,024,"Incio, O",1875
27,Lugo,025,Xove,3512
27,Lugo,026,Láncara,2866
27,Lugo,027,Lourenzá,2399
27,Lugo,028,Lugo,98457
27,Lugo,029,Meira,1775
27,Lugo,030,Mondoñedo,4183
27,Lugo,031,Monforte de Lemos,19604
27,Lugo,032,Monterroso,3969
27,Lugo,033,Muras,754
27,Lugo,034,Navia de Suarna,1337
27,Lugo,035,Negueira de Muñiz,213
27,Lugo,037,"Nogais, As",1295
27,Lugo,038,Ourol,1142
27,Lugo,039,Outeiro de Rei,5046
27,Lugo,040,Palas de Rei,3656
27,Lugo,041,Pantón,2860
27,Lugo,042,Paradela,2038
27,Lugo,043,"Páramo, O",1555
27,Lugo,044,"Pastoriza, A",3393
27,Lugo,045,Pedrafita do Cebreiro,1199
27,Lugo,046,Pol,1794
27,Lugo,047,"Pobra do Brollón, A",1968
27,Lugo,048,"Pontenova, A",2673
27,Lugo,049,Portomarín,1690
27,Lugo,050,Quiroga,3595
27,Lugo,051,Ribadeo,10061
27,Lugo,052,Ribas de Sil,1058
27,Lugo,053,Ribeira de Piquín,630
27,Lugo,054,Riotorto,1439
27,Lugo,055,Samos,1556
27,Lugo,056,Rábade,1674
27,Lugo,057,Sarria,13524
27,Lugo,058,"Saviñao, O",4314
27,Lugo,059,Sober,2478
27,Lugo,060,Taboada,3221
27,Lugo,061,Trabada,1268
27,Lugo,062,Triacastela,756
27,Lugo,063,"Valadouro, O",2123
27,Lugo,064,"Vicedo, O",1895
27,Lugo,065,Vilalba,15116
27,Lugo,066,Viveiro,16108
27,Lugo,901,Baralla,2834
27,Lugo,902,Burela,9631
28,Madrid,001,"Acebeda, La",65
28,Madrid,002,Ajalvir,4203
28,Madrid,003,Alameda del Valle,243
28,Madrid,004,"Álamo, El",8701
28,Madrid,005,Alcalá de Henares,203924
28,Madrid,006,Alcobendas,111040
28,Madrid,007,Alcorcón,169308
28,Madrid,008,Aldea del Fresno,2559
28,Madrid,009,Algete,20585
28,Madrid,010,Alpedrete,13480
28,Madrid,011,Ambite,591
28,Madrid,012,Anchuelo,1188
28,Madrid,013,Aranjuez,56877
28,Madrid,014,Arganda del Rey,55506
28,Madrid,015,Arroyomolinos,22476
28,Madrid,016,"Atazar, El",102
28,Madrid,017,Batres,1552
28,Madrid,018,Becerril de la Sierra,5355
28,Madrid,019,Belmonte de Tajo,1580
28,Madrid,020,Berzosa del Lozoya,227
28,Madrid,021,"Berrueco, El",606
28,Madrid,022,Boadilla del Monte,47037
28,Madrid,023,"Boalo, El",7037
28,Madrid,024,Braojos,204
28,Madrid,025,Brea de Tajo,572
28,Madrid,026,Brunete,10064
28,Madrid,027,Buitrago del Lozoya,2031
28,Madrid,028,Bustarviejo,2266
28,Madrid,029,Cabanillas de la Sierra,751
28,Madrid,030,"Cabrera, La",2565
28,Madrid,031,Cadalso de los Vidrios,2944
28,Madrid,032,Camarma de Esteruelas,6808
28,Madrid,033,Campo Real,5668
28,Madrid,034,Canencia,484
28,Madrid,035,Carabaña,2052
28,Madrid,036,Casarrubuelos,3279
28,Madrid,037,Cenicientos,2110
28,Madrid,038,Cercedilla,6986
28,Madrid,039,Cervera de Buitrago,183
28,Madrid,040,Ciempozuelos,23716
28,Madrid,041,Cobeña,6823
28,Madrid,042,Colmenar del Arroyo,1565
28,Madrid,043,Colmenar de Oreja,8432
28,Madrid,044,Colmenarejo,8753
28,Madrid,045,Colmenar Viejo,46321
28,Madrid,046,Collado Mediano,6697
28,Madrid,047,Collado Villalba,61955
28,Madrid,048,Corpa,643
28,Madrid,049,Coslada,91832
28,Madrid,050,Cubas de la Sagra,5332
28,Madrid,051,Chapinería,2145
28,Madrid,052,Chinchón,5404
28,Madrid,053,Daganzo de Arriba,9560
28,Madrid,054,"Escorial, El",15161
28,Madrid,055,Estremera,1486
28,Madrid,056,Fresnedillas de la Oliva,1592
28,Madrid,057,Fresno de Torote,2089
28,Madrid,058,Fuenlabrada,198132
28,Madrid,059,Fuente el Saz de Jarama,6379
28,Madrid,060,Fuentidueña de Tajo,2077
28,Madrid,061,Galapagar,32930
28,Madrid,062,Garganta de los Montes,396
28,Madrid,063,Gargantilla del Lozoya y Pinilla de Buitrago,369
28,Madrid,064,Gascones,184
28,Madrid,065,Getafe,171280
28,Madrid,066,Griñón,9752
28,Madrid,067,Guadalix de la Sierra,6100
28,Madrid,068,Guadarrama,15534
28,Madrid,069,"Hiruela, La",56
28,Madrid,070,Horcajo de la Sierra-Aoslos,167
28,Madrid,071,Horcajuelo de la Sierra,95
28,Madrid,072,Hoyo de Manzanares,7812
28,Madrid,073,Humanes de Madrid,18870
28,Madrid,074,Leganés,187125
28,Madrid,075,Loeches,7990
28,Madrid,076,Lozoya,635
28,Madrid,078,Madarcos,53
28,Madrid,079,Madrid,3233527
28,Madrid,080,Majadahonda,70198
28,Madrid,082,Manzanares el Real,7949
28,Madrid,083,Meco,12797
28,Madrid,084,Mejorada del Campo,22902
28,Madrid,085,Miraflores de la Sierra,5979
28,Madrid,086,"Molar, El",8226
28,Madrid,087,"Molinos, Los",4590
28,Madrid,088,Montejo de la Sierra,354
28,Madrid,089,Moraleja de Enmedio,4984
28,Madrid,090,Moralzarzal,12126
28,Madrid,091,Morata de Tajuña,7515
28,Madrid,092,Móstoles,206031
28,Madrid,093,Navacerrada,2793
28,Madrid,094,Navalafuente,1220
28,Madrid,095,Navalagamella,2392
28,Madrid,096,Navalcarnero,25453
28,Madrid,097,Navarredonda y San Mamés,141
28,Madrid,099,Navas del Rey,2666
28,Madrid,100,Nuevo Baztán,6239
28,Madrid,101,Olmeda de las Fuentes,338
28,Madrid,102,Orusco de Tajuña,1300
28,Madrid,104,Paracuellos de Jarama,19882
28,Madrid,106,Parla,124208
28,Madrid,107,Patones,521
28,Madrid,108,Pedrezuela,5020
28,Madrid,109,Pelayos de la Presa,2572
28,Madrid,110,Perales de Tajuña,2877
28,Madrid,111,Pezuela de las Torres,796
28,Madrid,112,Pinilla del Valle,215
28,Madrid,113,Pinto,46763
28,Madrid,114,Piñuécar-Gandullas,168
28,Madrid,115,Pozuelo de Alarcón,83844
28,Madrid,116,Pozuelo del Rey,1019
28,Madrid,117,Prádena del Rincón,127
28,Madrid,118,Puebla de la Sierra,99
28,Madrid,119,Quijorna,3130
